policy_number,date_of_premium_payment,amount,start_date,end_date,line_of_business,reinsurance_premium,reinsurance_commission,commission
HRE-POL-21096-MCP_5074,2022-12-13,164846.2097,2022-12-13,2023-03-31,Motor,0.0,0.0,20605.77621
HRE/MVE/P/000010394_5075,2022-10-08,154852.314,2022-10-08,2022-12-31,Motor,0.0,0.0,0.0
BYO-POL-40045314-MCP_5081,2022-02-01,29687.64689,2022-02-01,2022-05-31,Motor,0.0,0.0,0.0
BYO-POL-90019-AAR_5082,2022-12-16,166628.1136,2022-12-16,2023-03-15,Property,0.0,0.0,37493.67018
BYO-POL-40030245-AAR_5083,2022-09-16,148267.0546,2022-09-16,2022-12-15,Property,0.0,0.0,33362.17353
HRE-POL-50595-MCP_5087,2022-07-29,101127.0585,2022-07-29,2022-12-31,Motor,0.0,0.0,0.0
_HRE-POL-20346-UMB__5088,2022-03-01,33172.46216,2022-03-01,2023-02-28,Motor,0.0,0.0,3980.164062
_BYO-POL-40031-DCO__5100,2022-04-01,53762.35726,2022-04-01,2023-03-31,Property,0.0,0.0,12096.53038
_HRE-POL-90086-MCP__5101,2022-02-25,29927.06339,2022-02-25,2022-06-24,Motor,0.0,0.0,0.0
HRE-POL-20886-MCH_5102,2022-08-17,123447.8145,2022-08-17,2022-11-16,Transport,0.0,0.0,27775.75827
HRE-POL-20894-MCH_5103,2022-08-17,123447.8145,2022-08-17,2022-11-16,Transport,0.0,0.0,27775.75827
HRE-POL-40270-DCO_5104,2022-07-11,101459.8468,2022-07-11,2023-07-10,Property,0.0,0.0,20291.96935
HRE-POL-50062-PBL_5105,2022-01-21,27728.07581,2022-01-21,2023-01-20,Liabilities,0.0,0.0,5822.895919
HRE-POL-50664-PBL_5106,2022-10-12,157110.0306,2022-10-12,2023-10-11,Liabilities,0.0,0.0,32993.10644
MTR-POL-40035-MCP_5107,2022-01-01,27728.07581,2022-01-01,2022-04-30,Motor,0.0,0.0,0.0
HRE/DOM/P/000010327_5108,2022-09-05,250.0,2022-09-05,2023-09-04,Property,0.0,0.0,50.0
HRE/MVE/P/000011174_5109,2022-11-01,168051.225,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000011184_5110,2022-12-08,168175.275,2022-12-08,2023-04-07,Motor,0.0,0.0,58861.34625
ERICK__BULINDA_5111,2022-09-01,250.0,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HRE-POL-50654-AAR_5127,2022-09-01,149214.8097,2022-09-01,2022-12-31,Property,0.0,0.0,0.0
HRE/MVE/P/000011275_5132,2022-12-01,171994.0439,2022-12-01,2023-02-28,Motor,0.0,0.0,21497.5558
HRE/MVE/P/000010279_5133,2022-09-09,157543.951,2022-09-09,2023-01-08,Motor,0.0,0.0,18905.52288
HRE-POL-53937685-MCP_5135,2022-03-06,33756.99893,2022-03-06,2023-01-31,Motor,0.0,0.0,3375.699893
HRE/MTP/P/000010657_5137,2022-10-03,161356.4265,2022-10-03,2023-02-02,Miscellaneous,0.0,0.0,32271.2853
HRE/UMB/P/000010823_5138,2022-11-15,163627.5456,2022-11-15,2023-03-14,Motor,0.0,0.0,0.0
HRE-POL-30274-MCP_5139,2022-06-10,85947.13591,2022-06-10,2022-12-31,Motor,0.0,0.0,10745.06411
HRE-POL-30423-MCP_5140,2022-06-10,172161.3942,2022-06-10,2022-12-31,Motor,0.0,0.0,21523.52372
HRE-POL-40238-MCP_5142,2022-06-01,86281.56056,2022-06-01,2023-05-31,Motor,0.0,0.0,10785.19507
HRE/DOM/P/000010427_5143,2022-10-14,162102.432,2022-10-14,2023-10-13,Property,0.0,0.0,32420.4864
HRE-POL-53937788-MCP_5153,2022-06-14,86950.40987,2022-06-14,2023-06-13,Motor,0.0,0.0,0.0
HRE-POL-40088-MCP_5154,2022-01-25,28837.19884,2022-01-25,2023-01-24,Motor,0.0,0.0,3604.649855
HRE/MVE/P/000010549_5155,2022-10-10,164360.456,2022-10-10,2023-02-09,Motor,0.0,0.0,0.0
HRE/MVE/P/000010991_5156,2022-11-07,170281.384,2022-11-07,2023-08-02,Motor,0.0,0.0,20433.76608
HRE-POL-50020556-DCOH_5159,2022-05-01,56158.0079,2022-05-01,2022-05-31,Property,0.0,0.0,11793.31069
HRE-POL-53937781-MCP_5163,2022-05-20,56342.95041,2022-05-20,2022-06-30,Motor,0.0,0.0,7042.868801
HRE-POL-20516453-BBB_5169,2022-04-01,39446.043,2022-04-01,2022-06-30,Engineering,0.0,0.0,5917.657803
HRE-POL-20769-_5170,2022-07-01,106532.8391,2022-07-01,2022-09-30,Engineering,0.0,0.0,23968.8742
HRE/MVE/P/000010507_5171,2022-10-01,165357.0713,2022-10-01,2022-12-31,Motor,0.0,0.0,20668.05908
HRE-POL-53937-PG_5174,2022-02-22,31602.97894,2022-02-22,2023-02-21,Engineering,0.0,0.0,0.0
HRE/MVE/P/000009960_5176,2022-07-29,163105.2615,2022-07-29,2022-10-07,Motor,0.0,0.0,19575.26455
HRE/MVE/P/000010120_5178,2022-09-01,144963.4135,2022-09-01,2023-08-31,Motor,0.0,0.0,0.0
_HRE-POL-20530-MCP__5179,2022-05-03,57033.25907,2022-05-03,2022-06-09,Motor,0.0,0.0,6845.023326
BYO/MVE/P/000011165_5180,2022-10-01,178571.2317,2022-10-01,2023-09-30,Motor,0.0,0.0,22323.92473
_HRE-POL-20284-MCP__5200,2022-03-04,35426.91423,2022-03-04,2022-07-03,Motor,0.0,0.0,4251.176568
_HRE-POL-20418-MCP__5201,2022-04-14,40072.67157,2022-04-14,2022-08-12,Motor,0.0,0.0,4808.66048
HRE-POL-30307-MCP_5203,2022-07-19,108225.1894,2022-07-19,2022-11-18,Motor,0.0,0.0,24350.36323
HRE-POL-40250529-MCP_5204,2022-07-06,108225.1894,2022-07-06,2022-10-31,Motor,0.0,0.0,12986.86039
HRE-POL-53937714-MCP_5206,2022-03-04,35426.91423,2022-03-04,2022-07-03,Motor,0.0,0.0,4427.866094
HRE-POL-53937766-MCP_5207,2022-05-04,57347.23124,2022-05-04,2022-09-03,Motor,0.0,0.0,7167.59747
HRE-POL-53937773-MCP_5208,2022-05-29,57347.23124,2022-05-29,2022-09-28,Motor,0.0,0.0,7167.59747
BYO-POL-40045-MCP_5209,2022-04-10,178639.2179,2022-04-10,2022-11-11,Motor,0.0,0.0,22327.39016
HRE-POL-20580-MCP_5210,2022-06-01,89181.0223,2022-06-01,2022-09-30,Motor,0.0,0.0,11146.3737
HRE-POL-21118-MCP_5211,2022-08-11,178639.2179,2022-08-11,2022-12-11,Motor,0.0,0.0,21436.43819
HRE-POL-21132-MCP_5212,2022-07-28,178639.2179,2022-07-28,2022-11-26,Motor,0.0,0.0,21436.43819
HRE-POL-21379-MCP_5213,2022-05-04,178639.2179,2022-05-04,2022-09-03,Motor,0.0,0.0,22327.39016
HRE-POL-21391-MCP_5214,2022-06-04,178639.2179,2022-06-04,2022-10-03,Motor,0.0,0.0,22327.39016
HRE/MVE/P/000010058_5215,2022-08-15,145821.9294,2022-08-15,2022-12-14,Motor,0.0,0.0,17498.4128
HRE/MVE/P/000010296_5216,2022-09-04,266.67,2022-09-04,2022-12-03,Motor,0.0,0.0,33.33
HRE/MVE/P/000010893_5217,2022-11-01,173143.0709,2022-11-01,2023-10-31,Motor,0.0,0.0,20776.9088
HRE/MVE/P/000011055_5218,2022-12-14,176525.5932,2022-12-14,2023-04-13,Motor,0.0,0.0,17654.54521
HRE/MVE/P/000011187_5219,2022-12-01,179389.2023,2022-12-01,2023-03-31,Motor,0.0,0.0,62783.19366
BYO/MVE/P/000010213_5229,2022-09-17,164009.4759,2022-09-17,2023-01-16,Motor,0.0,0.0,0.0
BYO/MVE/P/000011385_5230,2022-12-04,182717.1513,2022-12-04,2023-04-03,Motor,0.0,0.0,0.0
HRE-POL-10003-FIG_5234,2022-01-01,29696.76919,2022-01-01,2022-03-31,Miscellaneous,0.0,0.0,6681.357146
HRE-POL-30354-FIG_5235,2022-10-01,168264.8428,2022-10-01,2022-12-31,Miscellaneous,0.0,0.0,37857.23298
HRE/MVE/P/000011051_5240,2022-04-05,179535.2636,2022-04-05,2022-08-04,Motor,0.0,0.0,22441.90795
HRE/MVE/P/000009792_5241,2022-07-26,120627.0,2022-07-26,2022-11-25,Motor,0.0,0.0,15079.5
HRE-POL-53937597-AAR_5242,2022-01-01,57755.82516,2022-01-01,2022-12-31,Property,0.0,0.0,0.0
HRE-POL-20824-PAC_5243,2022-07-26,109089.6273,2022-07-26,2023-07-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000010273_5244,2022-08-05,167257.9072,2022-08-05,2022-12-01,Motor,0.0,0.0,20068.46129
_HRE-POL-20055-MCP__5247,2022-02-17,32321.22846,2022-02-17,2023-02-16,Motor,0.0,0.0,3878.547416
_HRE-POL-20522-MCP__5248,2022-05-11,58063.34584,2022-05-11,2022-11-11,Motor,0.0,0.0,7257.91823
HRE/MVE/P/000009749_5249,2022-07-27,139887.8505,2022-07-27,2022-11-26,Motor,0.0,0.0,0.0
MTR/MVE/P/000009937_5250,2022-07-28,134604.018,2022-07-28,2023-06-30,Motor,0.0,0.0,13460.4018
HRE/DOM/P/000011395_5251,2022-12-15,184770.153,2022-12-15,2023-12-14,Property,0.0,0.0,36954.0306
HRE/MVE/P/000007594_5252,2022-09-04,183154.6905,2022-09-04,2023-01-03,Motor,0.0,0.0,0.0
_HRE-POL-20532-MCP__5276,2022-05-23,58493.4447,2022-05-23,2022-09-21,Motor,0.0,0.0,7311.680587
HRE-POL-30291-BBB_5277,2022-06-30,272.0,2022-06-30,2022-07-31,Guarantees,0.0,0.0,61.2
HRE-POL-20743-_5278,2022-06-01,110919.9629,2022-06-01,2022-09-30,Engineering,0.0,0.0,24955.06391
BYO-POL-40012159-MCP_5286,2022-03-04,36533.54863,2022-03-04,2022-07-03,Motor,0.0,0.0,0.0
HRE-POL-20499-BBB_5287,2022-04-01,41324.426,2022-04-01,2022-06-30,Guarantees,0.0,0.0,6198.6639
HRE-POL-20771-BBB_5288,2022-07-01,111605.8315,2022-07-01,2022-09-30,Guarantees,0.0,0.0,25113.34127
HRE-POL-21297-BBB_5289,2022-10-01,184219.3907,2022-10-01,2022-12-31,Guarantees,0.0,0.0,18421.93907
HRE-POL-21151-DCO_5290,2022-07-01,184219.3907,2022-07-01,2022-10-30,Property,0.0,0.0,41452.71236
HRE/DOM/P/000011135_5291,2022-12-17,185395.8792,2022-12-17,2023-12-16,Property,0.0,0.0,37079.17584
HRE-POL-50600-MCP_5294,2022-06-30,112417.5102,2022-06-30,2022-08-31,Motor,0.0,0.0,14054.21798
MTR/MVE/P/000010382_5295,2022-10-14,173724.4834,2022-10-14,2023-02-13,Motor,0.0,0.0,0.0
_HRE-POL-20527-MCP__5311,2022-05-11,60213.84013,2022-05-11,2022-11-11,Motor,0.0,0.0,7526.730016
HRE-POL-20787-MCP_5312,2022-07-05,113635.0284,2022-07-05,2023-07-04,Motor,0.0,0.0,14204.37855
HRE-POL-30305-MAR_5313,2022-07-18,113635.0284,2022-07-18,2022-11-17,Transport,0.0,0.0,25567.88139
HRE-POL-30293-MCP_5314,2022-07-21,113635.0284,2022-07-21,2023-07-20,Motor,0.0,0.0,14204.37855
HRE-POL-30294-MCP_5315,2022-07-22,113635.0284,2022-07-22,2023-07-21,Motor,0.0,0.0,14204.37855
HRE-POL-30376-UMB_5316,2022-12-29,187568.8342,2022-12-29,2023-04-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000009862_5317,2022-07-05,126000.0,2022-07-05,2023-07-04,Motor,0.0,0.0,15750.0
HRE/MVE/P/000009951_5318,2022-08-26,169664.166,2022-08-26,2022-11-25,Motor,0.0,0.0,20359.69992
HRE/MVE/P/000010020_5319,2022-08-15,280.0,2022-08-15,2023-08-14,Motor,0.0,0.0,33.6
HRE/MVE/P/000010139_5320,2022-08-16,169171.352,2022-08-16,2023-08-15,Motor,0.0,0.0,20300.56224
HRE/MVE/P/000010364_5321,2022-09-29,174129.816,2022-09-29,2023-09-28,Motor,0.0,0.0,20895.57792
HRE/MVE/P/000005363_5322,2022-09-09,174129.816,2022-09-09,2023-09-08,Motor,0.0,0.0,21766.227
HRE/DOM/P/000010737_5323,2022-11-01,178194.744,2022-11-01,2023-10-31,Property,0.0,0.0,35638.9488
HRE/MVE/P/000010997_5324,2022-11-22,183379.952,2022-11-22,2023-11-21,Motor,0.0,0.0,0.0
HRE/MTP/P/000011018_5325,2022-11-18,183379.952,2022-11-18,2023-03-17,Miscellaneous,0.0,0.0,36675.9904
HRE/MAR/P/000011085_5326,2022-11-29,187315.604,2022-11-29,2023-03-28,Transport,0.0,0.0,37463.1208
HRE/MVE/P/000011266_5327,2022-12-01,189798.756,2022-12-01,2023-03-31,Motor,0.0,0.0,0.0
HRE/MTP/P/000011338_5328,2022-12-23,191613.492,2022-12-23,2023-04-22,Miscellaneous,0.0,0.0,38322.6984
HRE-POL-10055-PBL_5331,2022-06-01,114142.3276,2022-06-01,2023-02-28,Liabilities,0.0,0.0,25681.51642
HRE/DOM/P/000004969_5338,2022-12-14,191441.397,2022-12-14,2023-12-13,Property,0.0,0.0,38288.2794
HRE-POL-53937726-MCP_5341,2022-04-04,42977.40304,2022-04-04,2023-01-31,Motor,0.0,0.0,4297.740304
HRE-POL-53937818-MCP_5342,2022-06-01,95645.45085,2022-06-01,2023-01-31,Motor,0.0,0.0,9564.545085
BYO-POL-40039288-AAR_5346,2022-09-16,172115.9122,2022-09-16,2022-12-15,Property,0.0,0.0,38726.82534
HRE-POL-20626-MFL_5347,2022-05-11,96759.08495,2022-05-11,2022-09-10,Motor,0.0,0.0,9674.905221
HRE-POL-50016-DCOH_5348,2022-02-01,34701.02855,2022-02-01,2022-03-03,Property,0.0,0.0,7286.641395
_HRE-POL-53937-GPA__5352,2022-02-01,34715.39354,2022-02-01,2022-05-31,Miscellaneous,0.0,0.0,7810.963546
HRE-POL-20402-MAT_5369,2022-02-01,38633.89555,2022-02-01,2022-05-01,Property,0.0,0.0,8692.327588
_HRE-POL-30072-UMB__5372,2022-02-01,34855.45219,2022-02-01,2022-05-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000001389_5375,2022-12-29,198717.9652,2022-12-29,2023-04-28,Motor,0.0,0.0,23845.3378
HRE/UMB/P/000011009_5384,2022-11-25,191487.9656,2022-11-25,2023-11-24,Motor,0.0,0.0,22981.43756
_MTR-POL-41114-MCP__5387,2022-05-06,63009.48271,2022-05-06,2023-05-05,Motor,0.0,0.0,0.0
BYO/MAR/P/000009886_5388,2022-06-01,131850.0,2022-06-01,2023-05-31,Transport,0.0,0.0,26370.0
BYO/MVE/P/000009783_5390,2022-07-19,131998.5,2022-07-19,2022-11-18,Motor,0.0,0.0,16501.5
HRE-POL-53937635-MAR_5403,2022-02-15,35613.20544,2022-02-15,2022-06-14,Transport,0.0,0.0,8013.270494
HRE-POL-10008-UML_5404,2022-01-01,32996.41021,2022-01-01,2022-03-31,Liabilities,0.0,0.0,7424.469578
HRE-POL-21359-MAR_5405,2022-02-15,199291.8863,2022-02-15,2022-06-14,Transport,0.0,0.0,24913.16051
HRE-POL-30355-UML_5406,2022-10-01,186960.9365,2022-10-01,2022-12-31,Liabilities,0.0,0.0,42067.78181
_BYO-POL-40032-HSH__5443,2022-04-01,64514.82871,2022-04-01,2023-03-31,Property,0.0,0.0,14515.83646
_HRE-POL-90094-PBL__5444,2022-02-11,35912.47607,2022-02-11,2023-02-10,Liabilities,0.0,0.0,0.0
_HRE-POL-90101-MAR__5445,2022-02-10,35912.47607,2022-02-10,2022-06-09,Transport,0.0,0.0,6284.683313
HRE-POL-20684-DCO_5446,2022-06-06,121751.8161,2022-06-06,2023-06-05,Property,0.0,0.0,24350.36323
HRE-POL-20849466-BBB_5448,2022-05-05,121751.8161,2022-05-05,2022-12-04,Guarantees,0.0,0.0,18262.77242
HRE-POL-30372-MAR_5449,2022-12-21,200966.6081,2022-12-21,2023-04-20,Transport,0.0,0.0,45217.48681
HRE-POL-53937624-ELB_5452,2022-03-23,39854.78032,2022-03-23,2023-03-31,Liabilities,0.0,0.0,8967.325573
HRE-POL-53937625-ELB_5453,2022-03-23,39854.78032,2022-03-23,2023-03-22,Liabilities,0.0,0.0,8967.325573
HRE-POL-53937651-MAR_5456,2022-05-31,64514.82871,2022-05-31,2022-09-30,Transport,0.0,0.0,14515.83646
HRE-POL-53937652-MAR_5457,2022-05-26,64514.82871,2022-05-26,2022-09-25,Transport,0.0,0.0,14515.83646
HRE-POL-53937797-MCP_5458,2022-06-06,100327.396,2022-06-06,2022-10-05,Motor,0.0,0.0,0.0
HRE-POL-20120-MCP_5459,2022-02-13,35912.47607,2022-02-13,2022-08-12,Motor,0.0,0.0,4309.497129
HRE-POL-20688-DCO_5460,2022-06-01,121751.8161,2022-06-01,2023-05-31,Property,0.0,0.0,27394.15863
HRE-POL-20702-DCO_5461,2022-05-19,121751.8161,2022-05-19,2023-05-18,Property,0.0,0.0,14610.21794
HRE-POL-21094-DCO_5462,2022-12-14,200966.6081,2022-12-14,2023-12-13,Property,0.0,0.0,40193.32161
HRE-POL-30043-MON_5464,2022-01-01,35912.47607,2022-01-01,2022-03-31,Miscellaneous,0.0,0.0,8080.307116
HRE-POL-30390-ERA_5465,2022-12-02,200966.6081,2022-12-02,2023-11-30,Engineering,0.0,0.0,45217.48681
HRE-POL-40279-MCP_5466,2022-07-01,121751.8161,2022-07-01,2022-10-31,Motor,0.0,0.0,0.0
HRE-POL-50053-MAR_5467,2022-01-27,33273.69097,2022-01-27,2022-05-26,Transport,0.0,0.0,7486.580468
MTR-POL-41152-MCP_5468,2022-06-01,100327.396,2022-06-01,2022-09-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000010045_5469,2022-08-07,300.0,2022-08-07,2022-12-06,Motor,0.0,0.0,0.0
HRE/MVE/P/000010309_5470,2022-09-02,186567.66,2022-09-02,2023-09-01,Motor,0.0,0.0,18656.766
HRE/MVE/P/000010592_5472,2022-11-01,300.0,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000010611_5473,2022-10-04,189677.91,2022-10-04,2023-02-03,Motor,0.0,0.0,0.0
HRE/MVE/P/000010720_5474,2022-10-31,189831.09,2022-10-31,2023-05-31,Motor,0.0,0.0,18983.109
MTR/MVE/P/000002135_5475,2022-11-01,189831.09,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
HRE/MVE/P/000011089_5476,2022-12-13,200695.29,2022-12-13,2023-04-12,Motor,0.0,0.0,0.0
ISABEL_RUTH_MUPITA_5480,2022-08-01,300.0,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
BYO/MVE/P/000010431_6083,2022-09-12,189429.7902,2022-09-12,2022-12-31,Motor,0.0,0.0,23677.93807
HRE-POL-30228-MCH_6084,2022-05-01,64856.7573,2022-05-01,2023-03-31,Transport,0.0,0.0,14593.25425
_HRE-POL-5393792-MCP__6086,2022-02-17,36211.74671,2022-02-17,2022-06-16,Motor,0.0,0.0,3621.174671
HRE-POL-50634-MCP_6087,2022-06-01,149371.8556,2022-06-01,2023-01-31,Motor,0.0,0.0,14937.18556
HRE/MVE/P/000010826_6091,2022-11-17,193686.0544,2022-11-17,2023-03-31,Motor,0.0,0.0,24210.7568
HRE/MTP/P/000011020_6092,2022-11-30,198443.3052,2022-11-30,2023-03-29,Miscellaneous,0.0,0.0,39688.66104
HRE-POL-53937641-MAR_6095,2022-03-14,40297.16838,2022-03-14,2022-07-13,Transport,0.0,0.0,9066.962523
HRE-POL-20988-DCO_6098,2022-08-23,181802.0891,2022-08-23,2023-08-22,Property,0.0,0.0,36360.41782
HRE/DOM/P/000010935_6099,2022-08-23,199753.162,2022-08-23,2023-08-22,Property,0.0,0.0,39950.6324
BYO-POL-40029240-AAR_6104,2022-09-16,183792.971,2022-09-16,2022-12-15,Property,0.0,0.0,41355.50473
HRE-POL-20683-UMB_6106,2022-05-18,125607.2903,2022-05-18,2023-05-17,Motor,0.0,0.0,15072.87484
BYO-POL-90020-AAR_6107,2022-12-16,207511.4206,2022-12-16,2023-03-15,Property,0.0,0.0,46691.24194
BYO-POL-40031250-AAR_6108,2022-09-16,184645.3546,2022-09-16,2022-12-15,Property,0.0,0.0,41546.24791
HRE-POL-10026-PBL_6110,2022-03-01,41183.273,2022-03-01,2022-12-31,Liabilities,0.0,0.0,9266.236425
HRE/UMB/P/000010949_6114,2022-11-30,312.0,2022-11-30,2023-11-30,Motor,0.0,0.0,37.44
HRE-POL-20508-BBB_6116,2022-04-01,313.0,2022-04-01,2022-06-30,Guarantees,0.0,0.0,46.95
HRE-POL-20777-BBB_6117,2022-07-01,313.0,2022-07-01,2022-09-30,Guarantees,0.0,0.0,70.43
HRE-POL-21302-BBB_6118,2022-10-01,313.0,2022-10-01,2022-12-31,Guarantees,0.0,0.0,31.3
HRE-POL-20567-MCP_6119,2022-06-17,105009.3411,2022-06-17,2022-09-30,Motor,0.0,0.0,13126.16764
HRE-POL-53937690-MCP_6120,2022-03-06,41794.37963,2022-03-06,2023-01-31,Motor,0.0,0.0,4179.437963
BYO-POL-90023-AAR_6123,2022-09-16,187762.8134,2022-09-16,2022-12-15,Property,0.0,0.0,42249.61337
_HRE-POL-90102-MCP__6124,2022-02-01,37708.09988,2022-02-01,2023-01-31,Motor,0.0,0.0,3770.809988
HRE-POL-30129-DCO_6125,2022-03-01,41847.51934,2022-03-01,2023-01-31,Property,0.0,0.0,7323.980131
HRE-POL-50633-GPA_6126,2022-08-01,155544.2463,2022-08-01,2023-07-31,Miscellaneous,0.0,0.0,34999.92437
HRE/MVE/P/000010616_6127,2022-10-13,199161.8055,2022-10-13,2023-10-12,Motor,0.0,0.0,0.0
HRE/MVE/P/000010869_6128,2022-11-22,203619.8745,2022-11-22,2023-11-21,Motor,0.0,0.0,0.0
HRE-POL-50136-DCOH_6129,2022-12-01,211611.1394,2022-12-01,2022-12-31,Property,0.0,0.0,44440.41593
HRE/UMB/P/000010028_6130,2022-08-01,108282.7562,2022-08-01,2022-12-31,Motor,0.0,0.0,0.0
HRE-POL-30342-UMB_6131,2022-09-12,188954.9582,2022-09-12,2023-01-11,Motor,0.0,0.0,23622.35014
HRE/MVE/P/000008130_6133,2022-10-01,200318.2806,2022-10-01,2023-09-30,Motor,0.0,0.0,25039.78508
HRE/MAT/P/000010573_6137,2022-10-20,202002.4373,2022-10-20,2022-12-31,Property,0.0,0.0,40400.48745
HRE-POL-21283-MCP_6146,2022-10-01,214364.3819,2022-10-01,2023-01-31,Motor,0.0,0.0,26795.54774
HRE-POL-40259-MON_6147,2022-07-03,129868.6039,2022-07-03,2022-11-02,Miscellaneous,0.0,0.0,15584.23246
HRE/MVE/P/000009963_6148,2022-08-22,193318.848,2022-08-22,2022-12-21,Motor,0.0,0.0,23198.26176
HRE/MVE/P/000010177_6149,2022-08-17,205693.104,2022-08-17,2022-12-16,Motor,0.0,0.0,0.0
HRE/MVE/P/000010649_6150,2022-09-28,320.0,2022-09-28,2023-01-27,Motor,0.0,0.0,40.0
HRE/UMB/P/000010929_6151,2022-11-02,209577.088,2022-11-02,2023-03-02,Motor,0.0,0.0,0.0
HRE/MVE/P/000010954_6152,2022-11-21,209577.088,2022-11-21,2023-03-20,Motor,0.0,0.0,25149.25056
HRE/MVE/P/000011195_6153,2022-12-05,215264.352,2022-12-05,2023-12-04,Motor,0.0,0.0,25831.72224
HRE/MVE/P/000011257_6154,2022-09-26,216912.864,2022-09-26,2022-12-25,Motor,0.0,0.0,26029.54368
HRE/MVE/P/000010061_6156,2022-08-10,174989.5963,2022-08-10,2022-12-09,Motor,0.0,0.0,21873.016
HRE/MVE/P/000011311_6161,2022-12-29,219843.3803,2022-12-29,2023-04-28,Motor,0.0,0.0,26381.20563
HRE-POL-40239-ELE_6162,2022-06-01,107908.8029,2022-06-01,2023-05-31,Engineering,0.0,0.0,24279.22983
HRE/MVE/P/000009912_6163,2022-08-01,204439.3431,2022-08-01,2022-11-30,Motor,0.0,0.0,0.0
_HRE-POL-20260-MCP__6166,2022-03-16,43176.01202,2022-03-16,2022-03-31,Motor,0.0,0.0,5397.665748
HRE-POL-20178-AAR_6167,2022-02-09,38905.18241,2022-02-09,2022-06-08,Property,0.0,0.0,7781.036482
HRE/MTP/P/000010981_6172,2022-10-31,213945.4604,2022-10-31,2023-02-27,Miscellaneous,0.0,0.0,42786.47237
HRE-POL-20098-MFL_6175,2022-02-01,39264.30717,2022-02-01,2022-05-01,Motor,0.0,0.0,4908.038396
_HRE-POL-20077-FIG__6177,2022-02-01,39355.28544,2022-02-01,2022-05-31,Miscellaneous,0.0,0.0,8854.819517
_MTR-POL-41122-DCO__6183,2022-05-17,70966.31158,2022-05-17,2023-05-16,Property,0.0,0.0,10644.94674
HRE-POL-53937611-DCO_6184,2022-05-09,70966.31158,2022-05-09,2023-05-08,Property,0.0,0.0,15967.42011
HRE-POL-53937612-DCO_6185,2022-05-09,70966.31158,2022-05-09,2023-05-08,Property,0.0,0.0,15967.42011
HRE-POL-21139-MCP_6186,2022-07-11,221063.2689,2022-07-11,2022-11-09,Motor,0.0,0.0,26527.59226
HRE-POL-21362-MCP_6187,2022-03-04,221063.2689,2022-03-04,2022-07-01,Motor,0.0,0.0,27632.90861
HRE/MVE/P/000011029_6189,2022-11-04,216126.372,2022-11-04,2023-03-03,Motor,0.0,0.0,27015.7965
HRE-POL-20874-DCO_6190,2022-08-01,163938.6977,2022-08-01,2022-10-31,Property,0.0,0.0,36886.20698
HRE-POL-53937724-MCP_6191,2022-02-17,50002.55546,2022-02-17,2023-02-16,Motor,0.0,0.0,5001.006899
HRE-POL-30168-MAR_6192,2022-04-21,50040.12312,2022-04-21,2022-08-20,Transport,0.0,0.0,11259.77906
BYO/MVE/P/000010214_6193,2022-09-19,333.0,2022-09-19,2023-01-18,Motor,0.0,0.0,0.0
BYO/MVE/P/000010884_6194,2022-09-19,215479.305,2022-09-19,2023-01-18,Motor,0.0,0.0,0.0
HRE/MVE/P/000011094_6195,2022-12-06,222771.7719,2022-12-06,2023-04-05,Motor,0.0,0.0,27849.81641
_HRE-POL-20234-MCP__6220,2022-03-25,44282.64642,2022-03-25,2022-07-31,Motor,0.0,0.0,0.0
HRE-POL-21234-MCP_6221,2022-05-08,223293.9982,2022-05-08,2022-09-06,Motor,0.0,0.0,27914.26186
HRE-POL-20107-GIT_6222,2022-02-01,39902.35216,2022-02-01,2022-05-31,Transport,0.0,0.0,8978.119018
HRE-POL-20393-PAC_6223,2022-03-01,44282.64642,2022-03-01,2022-06-30,Motor,0.0,0.0,4427.866094
HRE-POL-20628-MON_6224,2022-06-28,111473.7697,2022-06-28,2022-10-27,Miscellaneous,0.0,0.0,22296.09164
HRE-POL-20708-GIT_6225,2022-06-01,135278.4429,2022-06-01,2022-09-30,Transport,0.0,0.0,30437.95403
HRE/MVE/P/000007799_6226,2022-09-08,207295.327,2022-09-08,2023-01-07,Motor,0.0,0.0,25914.24797
HRE/MVE/P/000010532_6227,2022-10-06,210716.4261,2022-10-06,2023-02-05,Motor,0.0,0.0,0.0
HRE/MVE/P/000010749_6228,2022-11-14,212259.1107,2022-11-14,2023-03-13,Motor,0.0,0.0,25471.348
HRE/MVE/P/000011021_6229,2022-11-14,218307.2836,2022-11-14,2023-03-13,Motor,0.0,0.0,27290.86643
HRE/MVE/P/000011088_6230,2022-12-13,222992.5367,2022-12-13,2023-04-12,Motor,0.0,0.0,0.0
HRE/MVE/P/000011150_6231,2022-12-14,224066.0593,2022-12-14,2023-04-13,Motor,0.0,0.0,26888.196
HRE/MVE/P/000005851_6232,2022-12-01,226621.7671,2022-12-01,2023-03-31,Motor,0.0,0.0,0.0
