policy_number,premiums,premium_frequency,start_date,line_of_business,end_date,commission,reinsurance_premium,reinsurance_commission
HRE/MVE/P/000010746_7379,420277.24,S,10/11/2022,Motor,9/11/2023,50433.26904,0,0
HRE-POL-20971-MFL_7386,397246.51,S,28/9/2022,Motor,11/11/2022,49658.79359,0,0
_HRE-POL-20543-MCP__7389,143367,S,17/5/2022,Motor,15/9/2022,17920.06892,0,0
HRE-POL-30396-MCP_7390,446594.7,S,5/12/2022,Motor,4/4/2023,55821.82483,0,0
HRE-POL-21099-MCP_7391,446815.76,S,22/9/2022,Motor,21/1/2023,53617.89103,0,0
HRE/MVE/P/000010043_7394,674,S,1/8/2022,Motor,30/11/2022,0,0,0
HRE-POL-50105-DCOH_7395,423763.46,S,1/10/2022,Property,31/10/2022,88993.40576,0,0
_HRE-POL-30074-MCP__7401,80803.07,S,1/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-20673-PBL_7402,225736.64,S,1/6/2022,Liabilities,30/8/2022,50792.41635,0,0
HRE-POL-21081-PL_7403,452174.87,S,1/12/2022,Liabilities,28/2/2023,101742.6948,0,0
HRE/MVE/P/000010477_7404,425152.46,S,26/10/2022,Motor,25/10/2023,0,0,0
HRE/DOM/P/000010670_7405,427119.95,S,12/10/2022,Property,11/10/2023,85423.9905,0,0
HRE/DOM/P/000004812_7407,425714.53,S,13/10/2022,Property,12/10/2023,85142.90624,0,0
_HRE-POL-40140-DCO__7408,679.45,S,28/1/2022,Property,31/3/2022,152.88,0,0
BYO-POL-40041299-MCP_7409,90279.05,S,15/2/2022,Motor,31/5/2022,11285.54529,0,0
HRE-POL-21056-MCP_7413,455524.31,S,11/11/2022,Motor,10/5/2023,56940.53895,0,0
HRE/MVE/P/000010136_7414,410844.71,S,13/9/2022,Motor,12/9/2023,49301.36544,0,0
HRE/MTP/P/000011123_7416,682.5,S,14/12/2022,Miscellaneous,13/12/2023,136.5,0,0
HRE/DOM/P/000010166_7418,415943.93,S,13/9/2022,Property,12/1/2023,83191.22034,0,0
HRE/MVE/P/000010453_7419,429858.05,S,14/10/2022,Motor,13/10/2023,42985.80533,0,0
HRE-POL-21095-MFL_7421,460240.33,S,13/12/2022,Motor,28/2/2023,57530.041,0,0
HRE-POL-40119-BUR_7422,687.5,S,1/1/2022,Property,31/3/2022,154.69,0,0
_HRE-POL-20262-MTR__7424,91665.99,S,11/3/2022,Motor,10/3/2023,0,0,0
HRE-POL-20140-AAR_7425,690,S,1/2/2022,Property,31/5/2022,155.25,0,0
HRE/MVE/P/000010278_7429,432836.97,S,9/9/2022,Motor,8/9/2023,54104.6214,0,0
_HRE-POL-30155-MAR__7447,92994.49,S,1/3/2022,Transport,30/4/2022,20923.75967,0,0
_HRE-POL-30218-MAR__7448,150534.6,S,1/5/2022,Transport,30/6/2022,33870.28507,0,0
HRE-POL-21355-MCP_7450,468922.09,S,1/3/2022,Motor,28/6/2022,58615.26069,0,0
HRE-POL-21369-MAR_7451,468922.09,S,11/3/2022,Transport,10/7/2022,105507.4692,0,0
HRE-POL-21388-MCP_7452,468922.09,S,1/7/2022,Motor,31/10/2022,58615.26069,0,0
HRE-POL-21487-MCP_7453,468922.09,S,1/11/2022,Motor,28/2/2023,58615.26069,0,0
HRE-POL-30329-MAR_7455,284087.57,S,1/7/2022,Transport,31/8/2022,63919.70347,0,0
MTR-POL-41163-GIT_7456,284087.57,S,7/7/2022,Transport,6/11/2022,42613.13565,0,0
HRE/MVE/P/000004030_7458,439812.8,S,1/10/2022,Motor,30/9/2023,52777.536,0,0
HRE/MVE/P/000011032_7459,458449.88,S,1/11/2022,Motor,28/2/2023,57306.235,0,0
_BYO-POL-4000417-MCP__7479,150835.67,S,19/4/2022,Motor,18/8/2022,15083.56695,0,0
HRE-POL-30428-AAR_7484,471588.24,S,1/4/2022,Property,31/12/2022,106110.3691,0,0
HRE/MVE/P/000009800_7485,406942.21,S,22/7/2022,Motor,31/10/2022,50869.78049,0,0
HRE-POL-20813-MCP_7488,286794.52,S,27/7/2022,Motor,26/11/2022,100376.2556,0,0
HRE-POL-20847461-BBB_7491,289160.56,S,29/7/2022,Guarantees,28/1/2023,43376.11369,0,0
HRE-POL-20847462-BBB_7492,289160.56,S,29/7/2022,Guarantees,28/1/2023,43376.11369,0,0
BYO-POL-40013161-AAR_7493,428981.4,S,16/9/2022,Property,15/12/2022,96522.00751,0,0
BYO-POL-40011-AAR_7494,482105.5,S,16/12/2022,Property,15/3/2023,108475.0761,0,0
BYO-POL-40037278-AAR_7499,240779.06,S,16/6/2022,Property,15/9/2022,54176.79384,0,0
_HRE-POL-20461-DCO__7503,108194.86,S,27/4/2022,Property,26/4/2023,21638.97216,0,0
HRE-POL-53937666-MAR_7504,240785.75,S,23/6/2022,Transport,22/10/2022,54176.79384,0,0
HRE-POL-20822-PAC_7505,292204.36,S,26/7/2022,Motor,25/7/2023,0,0,0
HRE-POL-21504-MAR_7507,482319.86,S,23/10/2022,Transport,21/2/2023,60289.98242,0,0
HRE-POL-30335-UMB_7508,355529.71,S,27/8/2022,Motor,26/8/2023,0,0,0
HRE-POL-30340-UMB_7509,355529.71,S,18/8/2022,Motor,17/8/2023,44441.21323,0,0
HRE/MVE/P/000010030_7511,393714.29,S,1/7/2022,Motor,30/6/2023,39371.4288,0,0
HRE/MVE/P/000010176_7512,462809.48,S,13/8/2022,Motor,12/12/2022,0,0,0
HRE-POL-40103-DCO_7515,79948.92,S,1/1/2022,Property,31/12/2022,17988.86646,0,0
HRE/MVE/P/000010232_7517,448593.24,S,27/9/2022,Motor,31/12/2022,56077.29509,0,0
HRE/MTP/P/000010071_7519,438039.26,S,5/8/2022,Miscellaneous,4/11/2022,87607.85202,0,0
HRE/MVE/P/000011037_7520,478097.73,S,1/11/2022,Motor,28/2/2023,0,0,0
HRE-POL-20805-MCP_7530,297208.36,S,18/7/2022,Motor,31/1/2023,37150.53749,0,0
HRE-POL-53937648-MAR_7534,110197.97,S,13/4/2022,Transport,12/8/2022,24794.6556,0,0
HRE-POL-53937665-MAR_7535,245243.63,S,17/6/2022,Transport,16/10/2022,55180.0678,0,0
HRE-POL-20574-MCP_7536,245243.63,S,23/6/2022,Motor,23/10/2022,30656.70797,0,0
HRE-POL-40068-MCP_7537,81335.32,S,3/1/2022,Motor,2/5/2022,0,0,0
HRE/MVE/P/000009801_7538,329998.5,S,22/7/2022,Motor,21/11/2022,41251.5,0,0
HRE/MVE/P/000011263_7540,497089.72,S,21/12/2022,Motor,20/4/2023,59651.0376,0,0
HRE-POL-20596-MCP_7542,245601.47,S,27/6/2022,Motor,26/10/2022,30700.18318,0,0
HRE/MVE/P/000010566_7543,464321.1,S,26/10/2022,Motor,25/2/2023,58040.1369,0,0
MTR-POL-40037-PBL_7544,735.92,S,1/1/2022,Liabilities,31/3/2022,165.58,0,0
STANLEY__KABURA_7548,740,S,1/8/2022,Health,31/8/2022,0,0,0
BYO-POL-40026226-AAR_7555,442583.77,S,16/9/2022,Property,15/12/2022,99579.85904,0,0
HRE/UMB/P/000011343_7558,508733.82,S,6/12/2022,Motor,6/12/2023,0,0,0
HRE-POL-10006-PBL_7565,82491.03,S,1/1/2022,Liabilities,31/3/2022,18560.06482,0,0
HRE-POL-20513-BBB_7574,750,S,1/4/2022,Guarantees,30/6/2022,112.5,0,0
HRE-POL-20782-BBB_7575,750,S,1/7/2022,Guarantees,30/9/2022,168.75,0,0
HRE-POL-21307-BBB_7576,750,S,1/10/2022,Guarantees,31/12/2022,75,0,0
HRE/MVE/P/000010220_7577,460967.78,S,24/9/2022,Motor,23/1/2023,55316.133,0,0
HRE/MVE/P/000010241_7578,466419.15,S,15/9/2022,Motor,15/3/2023,55970.298,0,0
MTR/MVE/P/000010951_7579,491196.3,S,11/11/2022,Motor,10/3/2023,0,0,0
HRE/MAT/P/000011202_7580,504525.83,S,16/12/2022,Property,15/4/2023,0,0,0
HRE/MTP/P/000011302_7581,511263.68,S,4/10/2022,Miscellaneous,3/10/2023,102252.735,0,0
MTR-POL-41169-MCP_7584,304582.46,S,12/7/2022,Motor,11/10/2022,30458.246,0,0
HRE-POL-50042-MAR_7588,83849.7,S,21/1/2022,Transport,20/5/2022,18866.18278,0,0
HRE-POL-53937761-MCP_7591,163078.43,S,18/5/2022,Motor,17/9/2022,20384.53538,0,0
_HRE-POL-30046-MCP__7592,90978.27,S,1/2/2022,Motor,31/1/2023,9097.827271,0,0
HRE/MVE/P/000010315_7593,760,S,31/8/2022,Motor,30/8/2023,91.2,0,0
HRE/UMB/P/000010470_7602,482900.52,S,19/10/2022,Motor,19/2/2023,57948.06186,0,0
HRE-POL-53937629-FIG_7607,167568.67,S,5/5/2022,Miscellaneous,4/5/2023,37702.4659,0,0
HRE-POL-20840-MCP_7614,317906.17,S,18/5/2022,Motor,17/9/2022,0,0,0
HRE/DOM/P/000010380_7615,492800.62,S,4/10/2022,Property,3/10/2023,98560.12416,0,0
HRE-POL-53937645-MAR_7616,118462.85,S,14/4/2022,Transport,13/8/2022,26653.50342,0,0
HRE/MVE/P/000011040_7618,518703.29,S,8/11/2022,Motor,7/3/2023,51870.32928,0,0
HRE/MAT/P/000010026_7619,434316.07,S,1/8/2022,Property,31/7/2023,86863.21479,0,0
HRE-POL-30243-AAR_7620,171106.23,S,1/5/2022,Property,31/3/2023,38498.14879,0,0
HRE-POL-30358-MCP_7621,500583.98,S,1/10/2022,Motor,31/12/2022,62573.78301,0,0
_BYO-POL-4003076-MCP__7631,172039.54,S,30/3/2022,Motor,29/3/2023,21504.9429,0,0
_HRE-POL-20533-MFL__7632,172039.54,S,21/5/2022,Motor,19/9/2022,21504.9429,0,0
_HRE-POL-5393797-MCP__7633,95766.6,S,1/2/2022,Motor,31/5/2022,11970.82536,0,0
HRE-POL-20613-FIG_7634,267539.72,S,1/6/2022,Miscellaneous,31/5/2023,60196.4376,0,0
HRE-POL-21208-MCP_7635,535910.95,S,17/5/2022,Motor,15/9/2022,64309.31458,0,0
HRE-POL-50593-MCP_7636,324671.51,S,1/7/2022,Motor,30/6/2023,0,0,0
HRE/MVE/P/000009985_7637,269480.44,S,6/8/2022,Motor,5/12/2022,0,0,0
HRE-POL-21193-MCP_7642,537378.01,S,1/6/2022,Motor,30/9/2022,67169.7393,0,0
HRE/MVE/P/000010418_7644,507817.48,S,13/10/2022,Motor,12/2/2023,0,0,0
HRE-POL-20639-_7645,270509.41,S,1/6/2022,Property,30/9/2022,60865.28691,0,0
_HRE-POL-30051-MCP__7646,96963.69,S,25/2/2022,Motor,24/2/2023,0,0,0
HRE-POL-90056-MCP_7647,89838.97,S,3/1/2022,Motor,2/1/2023,0,0,0
HRE-POL-20566-MCP_7648,270883.97,S,1/6/2022,Motor,30/9/2022,33860.49615,0,0
_HRE-POL-20074-__7651,97367.1,S,1/2/2022,Property,31/5/2022,21907.80749,0,0
HRE-POL-21016-DCO_7652,512316.96,S,1/10/2022,Property,31/1/2023,115268.4873,0,0
_HRE-POL-40159-RTA__7656,818,S,4/2/2022,Motor,26/6/2022,0,0,0
HRE/MAR/P/000010813_7667,523989.01,S,23/8/2022,Transport,30/11/2022,104796.5228,0,0
MTR-POL-40048-ELE_7670,821.26,S,1/1/2022,Engineering,31/3/2022,184.78,0,0
_HRE-POL-53937104-MCP__7683,99956.39,S,10/2/2022,Motor,9/6/2022,12495.14751,0,0
HRE/MVE/P/000011253_7686,568277.81,S,23/12/2022,Motor,22/5/2023,0,0,0
BYO-POL-40020189-DCO_7689,100554.93,S,1/1/2022,Property,31/12/2022,0,0,0
HRE/MVE/P/000010665_7690,531527.05,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE-POL-10058-PID_7693,342426.98,S,1/6/2022,Liabilities,28/2/2023,77044.54925,0,0
HRE-POL-30391-MCP_7695,566055.95,S,2/12/2022,Motor,1/12/2023,70760.3427,0,0
_HRE-POL-20213-DCO__7696,112921.88,S,21/3/2022,Property,20/3/2023,22584.37552,0,0
_MTR-POL-40070-ELB__7699,852.89,S,1/4/2022,Liabilities,30/6/2022,187.64,0,0
MTR-POL-40038-ELB_7700,852.89,S,1/1/2022,Liabilities,31/3/2022,191.9,0,0
HRE-POL-20391-PAC_7704,113718.97,S,1/3/2022,Motor,30/6/2022,11371.89732,0,0
HRE-POL-50668-MCP_7706,539201.63,S,11/10/2022,Motor,10/10/2023,53920.16252,0,0
_HRE-POL-20026-GPA__7717,95661.86,S,1/1/2022,Miscellaneous,31/3/2022,21523.64156,0,0
HRE-POL-20496-PAC_7718,129608.43,S,1/4/2022,Miscellaneous,31/3/2023,29161.5204,0,0
HRE-POL-20768-PAC_7719,350036.47,S,1/7/2022,Miscellaneous,30/9/2022,78757.19146,0,0
HRE-POL-20410-MAT_7720,862.5,S,1/2/2022,Property,1/5/2022,194.06,0,0
HRE-POL-21483-AAR_7721,579165.67,S,1/9/2022,Property,31/12/2022,130313.4476,0,0
BYO-POL-40036-MCP_7725,582133.27,S,29/12/2022,Motor,28/4/2023,0,0,0
BYO/MVE/P/000011308_7726,592384.18,S,29/12/2022,Motor,28/4/2023,0,0,0
HRE-POL-53937808-MCP_7731,292621.57,S,10/6/2022,Motor,9/10/2022,36579.36858,0,0
HRE-POL-21389-MCP_7732,586152.61,S,10/6/2022,Motor,9/10/2022,73272.4253,0,0
HRE-POL-30331-MCP_7733,355109.46,S,22/7/2022,Motor,21/7/2023,44390.71216,0,0
BYO/MVE/P/000009806_7734,875,S,1/5/2022,Motor,31/8/2022,0,0,0
_HRE-POL-20246-AAR__7738,116753.25,S,14/3/2022,Property,13/3/2023,0,0,0
HRE-POL-53937646-MAR_7740,132238.16,S,5/4/2022,Transport,4/8/2022,29753.58672,0,0
HRE/MAR/P/000011305_7741,601246.08,S,3/10/2022,Transport,2/10/2023,120249.2164,0,0
HRE/MVE/P/000011255_7743,601411.25,S,31/12/2022,Motor,31/12/2023,0,0,0
BYO-POL-90079-RTA_7745,890,S,7/2/2022,Motor,6/6/2022,0,0,0
MTR-POL-40068-MCP_7747,118288.99,S,1/2/2022,Motor,31/5/2022,14786.1235,0,0
HRE-POL-21170-MCP_7748,598210.6,S,1/6/2022,Motor,30/9/2022,71785.2724,0,0
BYO-POL-90036-MCP_7759,602899.82,S,16/12/2022,Motor,15/3/2023,75362.47802,0,0
BYO-POL-40015173-MCP_7761,536465.18,S,16/9/2022,Motor,15/12/2022,67058.14763,0,0
BYO-POL-40053345-MCP_7762,300982.19,S,16/6/2022,Motor,15/9/2022,37622.7735,0,0
HRE-POL-20671-PBL_7764,300982.19,S,1/6/2022,Liabilities,30/8/2022,67720.9923,0,0
HRE-POL-21079-PBL_7765,602899.82,S,1/12/2022,Liabilities,28/2/2023,135652.4604,0,0
HRE-POL-21386-MCP_7766,602899.82,S,2/6/2022,Motor,1/6/2023,75362.47802,0,0
HRE-POL-21494-MAR_7767,602899.82,S,20/9/2022,Transport,19/1/2023,135652.4604,0,0
HRE-POL-30436-MON_7768,602899.82,S,1/4/2022,Miscellaneous,31/12/2022,135652.4604,0,0
MTR-POL-41065-MON_7769,107737.43,S,1/2/2022,Miscellaneous,31/5/2022,24240.92135,0,0
MTR/MVE/P/000010576_7770,569020.95,S,1/10/2022,Motor,30/9/2023,0,0,0
HRE/DOM/P/000010811_7771,575208.09,S,18/8/2022,Property,17/8/2023,115041.618,0,0
BERNADETTE_MANGODZA_7773,900,S,1/8/2022,Health,31/8/2022,0,0,0
HRE-POL-21218-DCO_7781,605311.42,S,12/5/2022,Property,11/5/2023,121062.2847,0,0
_BYO-POL-40014-MAT__7782,194834.78,S,16/5/2022,Property,15/5/2023,43837.82611,0,0
HRE-POL-20203-PG_7783,108648.41,S,1/2/2022,Engineering,31/5/2022,24445.62246,0,0
BYO-POL-40053-ELE_7784,120627.14,S,30/3/2022,Engineering,29/3/2023,0,0,0
HRE/MAT/P/000010992_7790,595984.84,S,1/11/2022,Property,31/10/2023,119196.9688,0,0
HRE-POL-50669-CAR_7791,573765.83,S,17/10/2022,Engineering,16/10/2023,129100.4544,0,0
MTR-POL-41061-PBL_7793,920,S,1/2/2022,Liabilities,31/5/2022,207,0,0
HRE/MVE/P/000010037_7794,528681.37,S,1/9/2022,Motor,31/8/2023,63441.76416,0,0
_HRE-POL-20238-UMB__7798,123350.55,S,18/3/2022,Motor,31/1/2023,15418.48601,0,0
_HRE-POL-20227-UMB__7801,123868.66,S,18/3/2022,Motor,30/6/2022,15483.58216,0,0
HRE/MVE/P/000010471_7809,587627.6,S,29/10/2022,Motor,28/2/2023,73455.02366,0,0
HRE-POL-20510-BBB_7813,938,S,1/4/2022,Guarantees,30/6/2022,140.7,0,0
HRE-POL-20779-BBB_7814,938,S,1/7/2022,Guarantees,30/9/2022,211.05,0,0
HRE-POL-21304-BBB_7815,938,S,1/10/2022,Guarantees,31/12/2022,93.8,0,0
HRE/MVE/P/000010237_7816,591448.52,S,30/9/2022,Motor,31/1/2023,73934.20649,0,0
_MTR-POL-41098-DCO__7818,142757.11,S,29/3/2022,Property,28/3/2023,0,0,0
MTR-POL-40051-DCO_7819,126206.8,S,29/3/2022,Property,28/3/2023,0,0,0
BYO/MVE/P/000009786_7833,538896.53,S,19/7/2022,Motor,18/11/2022,67362.066,0,0
BYO-POL-40205-AAR_7839,575525.81,S,16/9/2022,Property,15/12/2022,129490.7732,0,0
BYO-POL-40109-AAR_7846,646797.63,S,16/12/2022,Property,15/3/2023,145526.6198,0,0
BYO-POL-40209-AAR_7847,575525.81,S,16/9/2022,Property,15/12/2022,129490.7732,0,0
BYO-POL-40412-AAR_7849,575525.81,S,16/9/2022,Property,15/12/2022,129490.7732,0,0
BYO-POL-40003-AAR_7850,646797.63,S,16/12/2022,Property,15/3/2023,0,0,0
BYO-POL-40010148-AAR_7851,575525.81,S,16/9/2022,Property,15/12/2022,129490.7732,0,0
BYO-POL-40029239-AAR_7854,322897.04,S,16/6/2022,Property,16/12/2022,72650.41169,0,0
BYO-POL-40030244-AAR_7855,322897.04,S,16/6/2022,Property,15/9/2022,72650.41169,0,0
BYO-POL-40031249-AAR_7856,322897.04,S,16/6/2022,Property,15/9/2022,72650.41169,0,0
BYO-POL-40032254-AAR_7857,322897.04,S,16/6/2022,Property,15/9/2022,72650.41169,0,0
BYO-POL-40033262-AAR_7858,322897.04,S,16/6/2022,Property,15/9/2022,72650.41169,0,0
BYO-POL-40034266-AAR_7859,322897.04,S,16/6/2022,Property,15/9/2022,72650.41169,0,0
BYO-POL-40035270-AAR_7860,322897.04,S,16/6/2022,Property,15/9/2022,72650.41169,0,0
BYO-POL-40036274-AAR_7861,322897.04,S,16/6/2022,Property,15/9/2022,72650.41169,0,0
_HRE-POL-40139-DCO__7862,966.03,S,18/2/2022,Property,31/3/2022,217.36,0,0
HRE/MTF/P/000011293_7863,659700.56,S,1/10/2022,Motor,31/12/2022,82463.42235,0,0
_HRE-POL-20315-MFL__7879,130457.98,S,4/3/2022,Motor,31/1/2023,16307.24762,0,0
HRE-POL-30249-AAR_7880,211318.32,S,1/5/2022,Property,31/3/2023,47547.42876,0,0
HRE-POL-30145-MAT_7881,130590.83,S,21/3/2022,Property,30/6/2022,29383.60104,0,0
BYO-POL-40033263-AAR_7883,590111.7,S,16/9/2022,Property,15/12/2022,132775.1323,0,0
HRE-POL-30313-MCP_7884,401780.99,S,11/7/2022,Motor,10/7/2023,50222.62415,0,0
HRE-POL-50083-DCO_7887,110856.85,S,25/1/2022,Property,24/1/2023,23280.49245,0,0
_HRE-POL-20474-MCP__7901,150270.64,S,29/4/2022,Motor,31/8/2022,15027.064,0,0
BYO-POL-40025217-AAR_7902,119708.25,S,1/1/2022,Property,31/12/2022,0,0,0
HRE-POL-40252533-MCP_7903,405839.39,S,1/7/2022,Motor,31/10/2022,48700.72645,0,0
HRE-POL-53937657-MAR_7904,334424.65,S,3/6/2022,Transport,2/10/2022,75245.547,0,0
HRE-POL-53937787-MCP_7905,334424.65,S,1/6/2022,Motor,30/9/2022,41803.08167,0,0
HRE-POL-20145-UML_7906,1000,S,1/2/2022,Liabilities,31/5/2022,225,0,0
HRE-POL-30037-FIG_7907,119708.25,S,1/1/2022,Miscellaneous,31/3/2022,26934.35705,0,0
HRE-POL-50666-CAR_7909,628440.12,S,19/10/2022,Liabilities,18/10/2023,141399.0276,0,0
BYO/MVE/P/000010429_7910,628562.2,S,13/9/2022,Motor,31/8/2023,78570.275,0,0
BYO/MVE/P/000002167_7911,647085,S,1/9/2022,Motor,31/8/2023,0,0,0
HRE/MVE/P/000011039_7912,654928.4,S,1/11/2022,Motor,31/10/2023,0,0,0
HRE/MVE/P/000011160_7913,672204.9,S,1/3/2022,Motor,30/6/2022,0,0,0
JOYCE__HUNDI_7916,1000,S,1/8/2022,Health,31/8/2022,0,0,0
HRE/MVE/P/000011256_7946,686766.46,S,23/12/2022,Motor,31/12/2023,0,0,0
HRE-POL-30246-AAR_7949,218161.19,S,1/5/2022,Property,31/3/2023,49087.18267,0,0
HRE-POL-50109-MPP_7955,1029.52,S,1/10/2022,Guarantees,31/10/2022,231.64,0,0
HRE-POL-30131-UMB_7956,137056.6,S,4/3/2022,Motor,31/12/2022,17132.24157,0,0
HRE-POL-20640-_7957,345246.64,S,1/6/2022,Property,30/9/2022,77680.15848,0,0
HRE/MTF/P/000010544_7958,654281.05,S,1/10/2022,Motor,31/1/2023,81788.29153,0,0
BYO-POL-40019-UMB_7959,124017.75,S,1/2/2022,Motor,31/5/2022,15502.21884,0,0
HRE-POL-21515-DCO_7962,696684.24,S,1/10/2022,Property,30/9/2023,156753.9543,0,0
HRE/MVE/P/000011177_7963,699609.14,S,1/12/2022,Motor,31/3/2023,244863.2004,0,0
_HRE-POL-90104-MCP__7964,125005.34,S,3/2/2022,Motor,31/1/2023,12501.13292,0,0
HRE-POL-20170-MCP_7965,125005.34,S,3/2/2022,Motor,31/1/2023,15625.51834,0,0
HRE-POL-21037-MCP_7966,700328.44,S,26/10/2022,Motor,31/5/2023,87541.05447,0,0
BYO-POL-40058361-MCP_7979,125693.67,S,1/2/2022,Motor,31/1/2023,0,0,0
HRE-POL-21501-MCP_7980,703383.13,S,18/9/2022,Motor,17/1/2023,87922.89103,0,0
HRE-POL-30383-AAR_7981,703383.13,S,2/12/2022,Property,30/11/2023,158261.2039,0,0
HRE/MAR/P/000010845_7983,671277.92,S,1/9/2022,Transport,31/8/2023,134255.583,0,0
THOKOZANI_NKOMO_7984,1050,S,1/8/2022,Health,31/8/2022,0,0,0
BYO-POL-40017181-RTA_7993,630346.59,S,16/9/2022,Motor,15/12/2022,78794.81364,0,0
BYO/MVE/P/000011358_7994,724114.23,S,4/12/2022,Motor,28/2/2023,90516.84495,0,0
_BYO-POL-4001542-MCP__7995,227748.1,S,1/5/2022,Motor,31/8/2022,28468.24342,0,0
HRE-POL-21133-DCO_7996,709814.06,S,19/8/2022,Property,18/8/2023,141962.8119,0,0
HRE/DOM/P/000003848_7997,665429.12,S,19/8/2022,Property,18/8/2023,133085.8236,0,0
HRE-POL-30241-AAR_7998,228143.79,S,1/5/2022,Property,31/3/2023,51332.29871,0,0
BYO/MVE/P/000011016_8001,698808.6,S,1/9/2022,Motor,31/12/2022,87354.34999,0,0
BYO/MTF/P/000010123_8002,622638.08,S,1/7/2022,Motor,31/10/2022,0,0,0
BYO-POL-40015-DCO_8003,716780.9,S,1/10/2022,Property,30/9/2023,161275.703,0,0
HRE-POL-53937769-MCP_8005,231522.22,S,11/5/2022,Motor,10/9/2022,23152.22153,0,0
HRE-POL-30234-AAR_8008,231778.12,S,1/5/2022,Property,31/3/2023,52149.48654,0,0
BYO-POL-40040295-MCP_8009,143211.5106,S,15/2/2022,Motor,31/12/2022,17901.43883,0,0
HRE-POL-20498-MAR_8012,162292.29,S,1/4/2022,Engineering,30/6/2022,24343.84368,0,0
HRE-POL-20770-_8013,438306.54,S,1/7/2022,Engineering,30/9/2022,98618.97106,0,0
HRE-POL-20665-AAR_8014,361178.63,S,1/6/2022,Property,30/8/2022,81265.19076,0,0
HRE/DOM/P/000011249_8015,730326.24,S,16/12/2022,Property,15/12/2023,146065.248,0,0
HRE-POL-50046-RTA_8019,1090,S,28/1/2022,Motor,27/5/2022,0,0,0
HRE-POL-30250-AAR_8022,235163,S,1/5/2022,Property,31/3/2023,52910.76152,0,0
HRE/DOM/P/000010824_8023,700686.28,S,17/11/2022,Property,16/11/2023,140137.2562,0,0
HRE-POL-20942-MFL_8024,654779.6,S,1/9/2022,Motor,30/9/2022,81846.70445,0,0
HRE/MVE/P/000011119_8026,735882.73,S,1/12/2022,Motor,31/5/2023,0,0,0
DAISY_CHIPWAYA_8027,1100,S,1/8/2022,Health,31/8/2022,0,0,0
BYO-POL-40046318-MCP_8034,146356.05,S,1/3/2022,Motor,30/6/2022,0,0,0
BYO-POL-40044-MFL_8035,741566.78,S,1/12/2022,Motor,31/12/2022,92699.19741,0,0
HRE-POL-20625-MFL_8036,370652.88,S,3/5/2022,Motor,2/9/2022,37064.28433,0,0
HRE/MTF/P/000010288_8037,689268,S,3/9/2022,Motor,2/1/2023,68924.31253,0,0
HRE-POL-10005-PL_8038,123406.57,S,1/1/2022,Liabilities,31/3/2022,27766.89511,0,0
HRE-POL-50067-MPP_8039,1114.26,S,1/8/2022,Guarantees,31/8/2022,250.71,0,0
_HRE-POL-20014-__8040,123996.63,S,26/1/2022,Motor,31/12/2022,14879.9946,0,0
_HRE-POL-40132-PBL__8041,1118.49,S,1/2/2022,Liabilities,31/5/2022,251.66,0,0
HRE/MTP/P/000010843_8047,719226.34,S,1/9/2022,Miscellaneous,31/8/2023,143845.2675,0,0
HRE-POL-20706-MFL_8048,459949.95,S,1/6/2022,Motor,30/9/2022,57495.26597,0,0
HRE-POL-50055-MPP_8049,1138.71,S,1/7/2022,Guarantees,31/7/2022,250.52,0,0
_HRE-POL-20243-MFL__8054,151448.17,S,18/3/2022,Motor,17/7/2022,18931.02065,0,0
HRE-POL-30238-AAR_8060,247392.86,S,1/5/2022,Property,31/3/2023,55663.39421,0,0
HRE-POL-53937658-MAR_8064,386260.47,S,1/6/2022,Transport,30/9/2022,86910.27891,0,0
HRE-POL-30286-UMB_8065,386334.05,S,1/6/2022,Motor,31/5/2023,0,0,0
HRE-POL-10023-AAR_8070,154575.44,S,1/3/2022,Property,31/12/2022,34779.93829,0,0
_HRE-POL-20551-MCH__8071,250285.28,S,17/5/2022,Transport,14/8/2022,56314.99398,0,0
HRE-POL-53937767-MCP_8080,250891.72,S,3/5/2022,Motor,2/9/2022,31360.65824,0,0
HRE/ENG/P/000010854_8086,762284.02,S,11/11/2022,Engineering,31/1/2023,152456.8042,0,0
HRE-POL-50042-MPP_8087,1195.1,S,1/6/2022,Guarantees,1/7/2022,268.9,0,0
HRE-POL-21373-MCP_8089,801856.77,S,15/11/2022,Motor,16/3/2023,96222.81194,0,0
BYO-POL-40087-ELE_8098,1200,S,1/1/2022,Engineering,31/12/2022,270,0,0
HRE-POL-53937798-MCP_8099,401309.58,S,2/6/2022,Motor,1/6/2023,50163.698,0,0
HRE-POL-21038-MCP_8100,803866.43,S,20/12/2022,Motor,19/12/2023,96463.97187,0,0
HRE-POL-21155-MCP_8101,803866.43,S,7/7/2022,Motor,6/7/2023,96463.97187,0,0
HRE-POL-21387-MCP_8102,803866.43,S,2/6/2022,Motor,1/6/2023,100483.304,0,0
HRE/MVE/P/000009794_8104,540000,S,21/7/2022,Motor,20/3/2023,0,0,0
HRE/DOM/P/000009919_8105,593985.96,S,12/8/2022,Property,11/8/2023,118797.192,0,0
HRE/MVE/P/000011194_8106,807241.32,S,7/12/2022,Motor,6/12/2023,96868.9584,0,0
ISABEL_RUTH__MUPITA_8110,1200,S,1/11/2022,Health,30/11/2022,0,0,0
